,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,text,modified_text_A,modified_text_B,modified_text_C,modified_text_D,modified_text_E,location_original,location_A,location_B,location_C,location_D,location_E,all_locations
144,144,144,144,144,144,144,144,Hwy 13 south of Waseca remains closed. Removing damaged semi now. Estimate at 10 pm opening. Will update again when road opens,Highway 13 south of Waseca remains closed. Removing damaged semi now. Estimate at 10 pm opening. Will update again when road opens,At Highway 13 south of Waseca remains closed. Removing damaged semi now. Estimate at 10 pm opening. Will update again when road opens,At Highway 13 south of Waseca remains closed. Removing damaged semi now. Estimate at 10 pm opening. Will update again when road opens,At Highway 13 south of Waseca remains closed. Removing damaged semi now. Estimate at 10 pm opening. Will update again when road opens,At Highway 13 south of Waseca remains closed. Removing damaged semi now. Estimate at 10 pm opening. Will update again when road opens,,,{'Highway 13'},{'Highway 13'},{'Highway 13'},{'Highway 13'},{'Highway 13'}
145,145,145,145,145,145,145,145,Hwy 13 south of Waseca is closed due to crash. MnDOT is assisting State Patrol with detour on to local roads until further notice.,Highway 13 south of Waseca is closed due to crash. MnDOT is assisting State Patrol with detour on to local roads until further notice.,At Highway 13 south of Waseca is closed due to crash. MnDOT is assisting State Patrol with detour on to local roads until further notice.,At Highway 13 south of Waseca is closed due to crash. MnDOT is assisting State Patrol with detour on to local roads until further notice.,At Highway 13 south of Waseca is closed due to crash. MnDOT is assisting State Patrol with detour on to local roads until further notice.,At Highway 13 south of Waseca is closed due to crash. MnDOT is assisting State Patrol with detour on to local roads until further notice.,,,{'Highway 13'},{'Highway 13'},{'Highway 13'},{'Highway 13'},{'Highway 13'}
146,146,146,146,146,146,146,146,"Highway 4 north of Sleepy Eye is closed due to crash. Traffic re-routed to Brown Co Roads 30, 8 and 29. https:// twitter.com/mndotscentral/ status/899722309329707010 …","Highway 4 north of Sleepy Eye is closed due to crash. Traffic re-routed to Brown Co Roads 30, 8 and 29. https:// twitter.com/mndotscentral/ status/899722309329707010 …","At Highway 4 north of Sleepy Eye is closed due to crash. Traffic re-routed to Brown Co Roads 30, 8 and 29. https:// twitter.com/mndotscentral/ status/899722309329707010 …","At Highway 4 north of Sleepy Eye is closed due to crash. Traffic re-routed to Brown Co Roads 30, 8 and 29. https:// twitter.com/mndotscentral/ status/899722309329707010 …","At Highway 4 north of Sleepy Eye is closed due to crash. Traffic re-routed to Brown Co Roads 30, 8 and 29. https:// twitter.com/mndotscentral/ status/899722309329707010 …","At Highway 4 north of Sleepy Eye is closed due to crash. Traffic re-routed to Brown Co Roads 30, 8 and 29. https:// twitter.com/mndotscentral/ status/899722309329707010 …",,,,,,,set()
147,147,147,147,147,147,147,147,ROAD CLOSED FRIDAY 8/4 - Hwy 93 btwn Hwy 169 and Le Sueur from 6 am to approx 4 pm for Union Pacific railroad bridge repairs.,ROAD CLOSED FRIDAY 8/4 - Highway 93 btwn Highway 169 and Le Sueur from 6 am to approx 4 pm for Union Pacific railroad bridge repairs.,At ROAD CLOSED FRIDAY 8/4 - Highway 93 btwn Highway 169 and Le Sueur from 6 am to approx 4 pm for Union Pacific railroad bridge repairs.,At ROAD CLOSED FRIDAY 8/4 - Highway 93 btwn Highway 169 and Le Sueur from 6 am to approx 4 pm for Union Pacific railroad bridge repairs.,At ROAD CLOSED FRIDAY 8/4 - Highway 93 btwn Highway 169 and Le Sueur from 6 am to approx 4 pm for Union Pacific railroad bridge repairs.,At ROAD CLOSED FRIDAY 8/4 - Highway 93 btwn Highway 169 and Le Sueur from 6 am to approx 4 pm for Union Pacific railroad bridge repairs.,,{'Highway 169'},{'Highway 169'},{'Highway 169'},{'Highway 169'},{'Highway 169'},{'Highway 169'}
148,148,148,148,148,148,148,148,Hwy 22 south of Mankato - Mapleton closed. Please follow the detour. http:// 511mn.org for all other road construction! pic.twitter.com/bYx8QTPM5g,Highway 22 south of Mankato - Mapleton closed. Please follow the detour. http:// 511mn.org for all other road construction! pic.twitter.com/bYx8QTPM5g,At Highway 22 south of Mankato - Mapleton closed. Please follow the detour. http:// 511mn.org for all other road construction! pic.twitter.com/bYx8QTPM5g,At Highway 22 south of Mankato - Mapleton closed. Please follow the detour. http:// 511mn.org for all other road construction! pic.twitter.com/bYx8QTPM5g,At Highway 22 south of Mankato - Mapleton closed. Please follow the detour. http:// 511mn.org for all other road construction! pic.twitter.com/bYx8QTPM5g,At Highway 22 south of Mankato - Mapleton closed. Please follow the detour. http:// 511mn.org for all other road construction! pic.twitter.com/bYx8QTPM5g,,,{'Highway 22'},{'Highway 22'},{'Highway 22'},{'Highway 22'},{'Highway 22'}
149,149,149,149,149,149,149,149,"SC MN flooding update: Same roads remain closed, water rising in some spots and receding in others. http://www. 511mn.org is working again pic.twitter.com/zOHedCjS9Q","SC MN flooding update: Same roads remain closed, water rising at some spots and receding at others. http://www. 511mn.org is working again pic.twitter.com/zOHedCjS9Q","At SC MN flooding update: Same roads remain closed, water rising at some spots and receding at others. http://www. 511mn.org is working again pic.twitter.com/zOHedCjS9Q","At SC MN flooding update: Same roads remain closed, water rising at some spots and receding at others. http://www. 511mn.org is working again pic.twitter.com/zOHedCjS9Q","At SC MN flooding update: Same roads remain closed, water rising at some spots and receding at others. http://www. 511mn.org is working again pic.twitter.com/zOHedCjS9Q","At SC MN flooding update: Same roads remain closed, water rising at some spots and receding at others. http://www. 511mn.org is working again pic.twitter.com/zOHedCjS9Q",,,,,,,set()
150,150,150,150,150,150,150,150,Both directions of Hwy 14 near Janesville from Co Rd 60 to Co Rd 3 will be CLOSED due to water over the road.,Both directions of Highway 14 near Janesville from Co Rd 60 to Co Rd 3 will be CLOSED due to water over the road.,At Both directions of Highway 14 near Janesville from Co Rd 60 to Co Rd 3 will be CLOSED due to water over the road.,At Both directions of Highway 14 near Janesville from Co Rd 60 to Co Rd 3 will be CLOSED due to water over the road.,At Both directions of Highway 14 near Janesville from Co Rd 60 to Co Rd 3 will be CLOSED due to water over the road.,At Both directions of Highway 14 near Janesville from Co Rd 60 to Co Rd 3 will be CLOSED due to water over the road.,{'Janesville'},"{'Janesville', 'Highway 14'}","{'Janesville', 'Highway 14'}","{'Janesville', 'Highway 14'}","{'Janesville', 'Highway 14'}","{'Janesville', 'Highway 14'}","{'Janesville', 'Highway 14'}"
151,151,151,151,151,151,151,151,WB Hwy 14 will be closing soon between Hwy 13 and Co Rd 2 near Waseca. Road going underwater. SB 13 closed. Travel in Waseca is difficult,Westbound Highway 14 will be closing soon at Highway 13 and Co Rd 2 near Waseca. Road going underwater. Southbound 13 closed. Travel at Waseca is difficult,At Westbound Highway 14 will be closing soon Highway 13 and Co Rd 2 near Waseca. Road going underwater. Southbound 13 closed. Travel at Waseca is difficult,At Westbound Highway 14 will be closing soon Highway 13 and Co Rd 2 near Waseca. Road going underwater. Southbound 13 closed. Travel at Waseca is difficult,At Westbound Highway 14 will be closing soon Highway 13 and Co Rd 2 near Waseca. Road going underwater. Southbound 13 closed. Travel at Waseca is difficult,At Westbound Highway 14 will be closing soon at Highway 13 and Co Rd 2 near Waseca. Road going underwater. Southbound 13 closed. Travel at Waseca is difficult,{'Waseca'},"{'Waseca', 'Highway 13'}","{'Westbound Highway', 'Waseca', 'Highway 13'}","{'Westbound Highway', 'Waseca', 'Highway 13'}","{'Westbound Highway', 'Waseca', 'Highway 13'}","{'Westbound Highway', 'Waseca', 'Highway 13'}","{'Westbound Highway', 'Highway 13', 'Waseca'}"
152,152,152,152,152,152,152,152,Hey 169 Mkto to St Peter -- CLOSED. Opening coming soon. Check http://www. 511mn.org illegal to drive on closed road,Hey 169 Mkto to St Peter -- CLOSED. Opening coming soon. Check http://www. 511mn.org illegal to drive on closed road,At Hey 169 Mkto to St Peter -- CLOSED. Opening coming soon. Check http://www. 511mn.org illegal to drive on closed road,At Hey 169 Mkto to St Peter -- CLOSED. Opening coming soon. Check http://www. 511mn.org illegal to drive on closed road,At Hey 169 Mkto to St Peter -- CLOSED. Opening coming soon. Check http://www. 511mn.org illegal to drive on closed road,At Hey 169 Mkto to St Peter -- CLOSED. Opening coming soon. Check http://www. 511mn.org illegal to drive on closed road,,,,,,,set()
153,153,153,153,153,153,153,153,Exit ramp from NB 169 to Lookout Dr and Center St in N Mankato. Water over the road. SB 169 to Lookout also closed pic.twitter.com/tjhECnMOpQ,Exit ramp from Nouthbound 169 to Lookout Dr and Center St at N Mankato. Water over the road. Southbound 169 to Lookout also closed pic.twitter.com/tjhECnMOpQ,At Exit ramp from Nouthbound 169 to Lookout Dr and Center St at N Mankato. Water over the road. Southbound 169 to Lookout also closed pic.twitter.com/tjhECnMOpQ,At Exit ramp from Nouthbound 169 to Lookout Dr and Center St at N Mankato. Water over the road. Southbound 169 to Lookout also closed pic.twitter.com/tjhECnMOpQ,At Exit ramp from Nouthbound 169 to Lookout Dr and Center St at N Mankato. Water over the road. Southbound 169 to Lookout also closed pic.twitter.com/tjhECnMOpQ,At Exit ramp from Nouthbound 169 to Lookout Dr and Center St at N Mankato. Water over the road. Southbound 169 to Lookout also closed pic.twitter.com/tjhECnMOpQ,{'N Mankato'},,{'Exit'},{'Exit'},{'Exit'},{'Exit'},"{'Exit', 'N Mankato'}"
154,154,154,154,154,154,154,154,"Emergency Road Closure: County Road 36/ Nary Road, east of Bemidji will be temporarily closed south of Highway 2 as railroad crews make emergency repairs to the tracks. The road closure is expected to last throughout the day.","Emergency Road Closure: County Road 36/ Nary Road, east of Bemidji will be temporarily closed south of Highway 2 as railroad crews make emergency repairs to the tracks. The road closure is expected to last throughout the day.","At Emergency Road Closure: County Road 36/ Nary Road, east of Bemidji will be temporarily closed south of Highway 2 as railroad crews make emergency repairs to the tracks. The road closure is expected to last throughout the day.","At Emergency Road Closure: County Road 36/ Nary Road, east of Bemidji will be temporarily closed south of Highway 2 as railroad crews make emergency repairs to the tracks. The road closure is expected to last throughout the day.","At Emergency Road Closure: County Road 36/ Nary Road, east of Bemidji will be temporarily closed south of Highway 2 as railroad crews make emergency repairs to the tracks. The road closure is expected to last throughout the day.","At Emergency Road Closure: County Road 36/ Nary Road, east of Bemidji will be temporarily closed south of Highway 2 as railroad crews make emergency repairs to the tracks. The road closure is expected to last throughout the day.","{'Highway 2', 'Bemidji'}","{'Highway 2', 'Bemidji'}","{'Highway 2', 'Emergency Road Closure:', 'Nary Road', 'Bemidji'}","{'Highway 2', 'Emergency Road Closure:', 'Nary Road', 'Bemidji'}","{'Highway 2', 'Emergency Road Closure:', 'Nary Road', 'Bemidji'}","{'Highway 2', 'Emergency Road Closure:', 'Nary Road', 'Bemidji'}","{'Highway 2', 'Emergency Road Closure:', 'Bemidji', 'Nary Road'}"
155,155,155,155,155,155,155,155,"MnDOT has closed Hwy 2 between Crookston and EGF due to dangerous driving conditions. High winds have created whiteout conditions with many vehicles off the road, including a jack-knifed semi.","MnDOT has closed Highway 2 at Crookston and EGF due to dangerous driving conditions. High winds have created whiteout conditions with many vehicles off the road, including a jack-knifed semi.","At MnDOT has closed Highway 2 Crookston and EGF due to dangerous driving conditions. High winds have created whiteout conditions with many vehicles off the road, including a jack-knifed semi.","At MnDOT has closed Highway 2 Crookston and EGF due to dangerous driving conditions. High winds have created whiteout conditions with many vehicles off the road, including a jack-knifed semi.","At MnDOT has closed Highway 2 Crookston and EGF due to dangerous driving conditions. High winds have created whiteout conditions with many vehicles off the road, including a jack-knifed semi.","At MnDOT has closed Highway 2 at Crookston and EGF due to dangerous driving conditions. High winds have created whiteout conditions with many vehicles off the road, including a jack-knifed semi.",,{'Highway 2'},,,,{'Highway 2'},{'Highway 2'}
156,156,156,156,156,156,156,156,"Roads are closed and no travel is advised in parts of the state. Many roads are covered in ice and snow. Stay home if you can. If you must travel: Slow down, increase following distance, buckle up. #MnWX pic.twitter.com/5Wbob650gX","Roads are closed and no travel is advised at parts of the state. Many roads are covered at ice and snow. Stay home if you can. If you must travel: Slow down, increase following distance, buckle up. pic.twitter.com/5Wbob650gX","At Roads are closed and no travel is advised at parts of the state. Many roads are covered at ice and snow. Stay home if you can. If you must travel: Slow down, increase following distance, buckle up. pic.twitter.com/5Wbob650gX","At Roads are closed and no travel is advised at parts of the state. Many roads are covered at ice and snow. Stay home if you can. If you must travel: Slow down, increase following distance, buckle up. pic.twitter.com/5Wbob650gX","At Roads are closed and no travel is advised at parts of the state. Many roads are covered at ice and snow. Stay home if you can. If you must travel: Slow down, increase following distance, buckle up. #MnWX pic.twitter.com/5Wbob650gX","At Roads are closed and no travel is advised at parts of the state. Many roads are covered at ice and snow. Stay home if you can. If you must travel: Slow down, increase following distance, buckle up. pic.twitter.com/5Wbob650gX",,,,,,,set()
